?????,??????,????? ??????,??? ??????,??? ??????,01/03/2026,02/03/2026,03/03/2026,04/03/2026,05/03/2026,06/03/2026,07/03/2026,08/03/2026,09/03/2026,10/03/2026,11/03/2026,12/03/2026,13/03/2026,14/03/2026,15/03/2026,16/03/2026,17/03/2026,18/03/2026,19/03/2026,20/03/2026,21/03/2026,22/03/2026,23/03/2026,24/03/2026,25/03/2026,26/03/2026,27/03/2026,28/03/2026,29/03/2026,30/03/2026,31/03/2026,01-?????,02-?????,03-?????,04-?????,05-?????,06-?????,07-?????,08-?????,09-?????,10-?????,11-?????,12-?????,13-?????,14-?????,15-?????,16-?????,17-?????,18-?????,19-?????,20-?????,21-?????,22-?????,23-?????,24-?????,25-?????,26-?????,27-?????,28-?????,29-?????,30-?????,01-????,02-????,03-????,04-????,05-????,06-????,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4077,7A,3/13/2026,34870,256,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,7A,3/13/2026,34870,233,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4079,6A,3/13/2026,34870,210,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,6A,3/13/2026,34870,200,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4081,7A,3/13/2026,34870,266,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4082,7A,3/13/2026,34870,232,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4083,6A,3/13/2026,34870,219,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4084,6A,3/13/2026,34870,194,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,6A,3/13/2026,34870,185,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4086,6A,3/13/2026,34870,212,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4087,6A,3/13/2026,34870,193,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4088,6A,3/13/2026,34870,213,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4089,7A,3/13/2026,34870,228,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4090,7A,3/13/2026,34870,255,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4091,7A,3/13/2026,34870,245,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4092,6A,3/13/2026,34870,189,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4093,6A,3/13/2026,34870,204,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4094,7A,3/13/2026,34870,220,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4095,7A,3/13/2026,34870,225,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4096,6A,3/13/2026,34870,218,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4097,6A,3/13/2026,34870,170,32,32,32,32,32,32,32,32,32,32,32,32,32,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,3254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4098,8A,4/1/2026,36140,200,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4099,8A,4/1/2026,36140,232,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,8A,4/1/2026,36140,211,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,8A,4/1/2026,36140,257,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4102,8A,4/1/2026,36140,169,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,8A,4/1/2026,36140,245,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,8A,4/1/2026,36140,236,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,8A,4/1/2026,36140,250,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,8A,4/1/2026,36140,216,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4107,8A,4/1/2026,36140,262,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,8A,4/1/2026,36140,245,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,8A,4/1/2026,36140,226,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4110,8A,4/1/2026,36140,232,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,8A,4/1/2026,36140,216,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4112,8A,4/1/2026,36140,160,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4113,8A,4/1/2026,36140,232,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114,8A,4/1/2026,36140,224,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4115,8A,4/1/2026,36140,240,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,8A,4/1/2026,36140,220,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4117,8A,4/1/2026,36140,200,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118,8A,4/1/2026,36140,220,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,8A,4/1/2026,36140,218,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,51.6,51.6,51.6,51.6,51.6,51.6,51.6,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,,,,,2274.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
